year,init_date,step,lead_hours,lead_day,mse,t2m_pred_gmean_k,t2m_truth_gmean_k,t2m_rmse_k,t2m_mean_bias_k
1955,1955-01-01,15,90.0,3.75,3.8550033569335938,286.0946044921875,286.1724490734154,1.9634162187576294,-0.07333201915025711
1955,1955-01-01,16,96.0,4.0,4.199528694152832,285.88043212890625,285.8917078813005,2.0492751598358154,-0.0073272474110126495
1955,1955-01-01,17,102.0,4.25,4.387863636016846,285.8680725097656,285.85000507922103,2.0947227478027344,0.018822943791747093
1955,1955-01-01,18,108.0,4.5,5.0996317863464355,286.1649475097656,286.22772867078294,2.2582364082336426,-0.07421489804983139
1955,1955-01-01,19,114.0,4.75,5.10181999206543,286.1629943847656,286.21161907713264,2.258720874786377,-0.05761609971523285
1955,1955-01-01,20,120.0,5.0,5.5182085037231445,285.9367370605469,285.94746251134745,2.3490867614746094,-0.03140263259410858
1955,1955-01-01,21,126.0,5.25,5.74847412109375,285.92333984375,285.91816006827366,2.397597551345825,-0.04722028225660324
1955,1955-01-01,22,132.0,5.5,6.278852939605713,286.2345275878906,286.28902082458563,2.5057640075683594,-0.12471652776002884
1955,1955-01-01,23,138.0,5.75,6.332243919372559,286.2386169433594,286.24727632364164,2.516395092010498,-0.09555263072252274
1955,1955-01-01,24,144.0,6.0,6.656011581420898,286.0087890625,285.95430137040165,2.5799248218536377,-0.01875843107700348
1955,1955-01-01,25,150.0,6.25,6.897614002227783,285.99017333984375,285.9355012416243,2.626330852508545,-0.006649562157690525
